UTC Time, Parameter, Value
2024-03-05 05:43:15, SNR, 4005.14286150054
2024-03-05 05:43:35, SNR, 4065.376371852537
2024-03-05 05:43:45, SNR, 3919.3006915153474
2024-03-05 05:44:15, SNR, 4386.484166482954
2024-03-05 05:44:25, SNR, 3794.267888570305
2024-03-05 05:44:35, SNR, 4081.2325138263786
2024-03-05 05:44:45, SNR, 3891.752778894634
2024-03-05 05:50:15, SNR, 3328.831636488872
2024-03-05 05:50:25, SNR, 4063.6099404337456
2024-03-05 05:50:45, SNR, 4183.106453071511
2024-03-05 05:51:25, SNR, 3806.7114644494286
2024-03-05 05:51:35, SNR, 3776.6717154428306
2024-03-05 05:51:45, SNR, 4272.830569455367
2024-03-05 05:57:15, SNR, 4342.579209573015
2024-03-05 05:57:35, SNR, 4152.501539603215
2024-03-05 05:57:55, SNR, 4142.845251212034
2024-03-05 05:58:45, SNR, 4189.715279249839
2024-03-05 06:04:25, SNR, 4004.953580115858
2024-03-05 06:04:35, SNR, 3656.7831501138603
2024-03-05 06:04:45, SNR, 3654.3522178797507
2024-03-05 06:05:05, SNR, 3746.265409102701
2024-03-05 06:05:15, SNR, 3957.0224644231807
2024-03-05 06:05:25, SNR, 3716.832402793163
2024-03-05 06:05:35, SNR, 3603.780651871372
2024-03-05 06:05:45, SNR, 3352.5435237750444
2024-03-05 06:11:15, SNR, 3565.040635398665
2024-03-05 06:11:35, SNR, 3519.7504090558928
2024-03-05 06:11:55, SNR, 2785.982047912829
2024-03-05 06:12:15, SNR, 3453.5597689670167
2024-03-05 06:12:25, SNR, 3734.620159886602
2024-03-05 06:12:35, SNR, 3315.9516281379324
2024-03-05 06:12:45, SNR, 3564.606792147717
2024-03-05 06:18:15, SNR, 3668.34730108268
2024-03-05 06:18:25, SNR, 3156.928451834287
2024-03-05 06:18:35, SNR, 3208.6564626848563
2024-03-05 06:18:45, SNR, 3397.658596546313
2024-03-05 06:19:25, SNR, 3244.9868485955403
2024-03-05 06:19:35, SNR, 2954.637098517016
2024-03-05 06:19:45, SNR, 3860.9346679052333
2024-03-05 06:25:15, SNR, 3904.065867894038
2024-03-05 06:25:25, SNR, 3273.770143852386
2024-03-05 06:25:35, SNR, 3775.0216204806266
2024-03-05 06:25:45, SNR, 3800.5143679948274
2024-03-05 06:26:05, SNR, 3812.258033243452
2024-03-05 06:26:35, SNR, 3415.898609574406
2024-03-05 06:26:45, SNR, 3450.0904585220023
2024-03-05 06:32:15, SNR, 2883.085763929213
2024-03-05 06:32:35, SNR, 3345.8972743528625
2024-03-05 06:32:45, SNR, 3181.956343129744
2024-03-05 06:33:05, SNR, 2773.2528490120717
2024-03-05 06:33:15, SNR, 2853.5092072235598
2024-03-05 06:33:25, SNR, 3397.8431472424027
2024-03-05 06:33:35, SNR, 3036.8953342242066
2024-03-05 06:33:45, SNR, 2924.1813276613625
2024-03-05 06:39:15, SNR, 3108.180536044686
2024-03-05 06:40:05, SNR, 3157.227972643896
2024-03-05 06:40:15, SNR, 3090.8903816520374
2024-03-05 06:40:35, SNR, 3209.34994344366
2024-03-05 06:40:45, SNR, 3025.6625594377565
2024-03-05 06:48:15, SNR, 3517.7954792077267
2024-03-05 06:48:25, SNR, 3995.1758561151005
2024-03-05 06:48:45, SNR, 3467.4370173078214
2024-03-05 06:48:55, SNR, 3387.3985863435882
2024-03-05 06:49:05, SNR, 3738.8015329125965
2024-03-05 06:49:15, SNR, 3093.9532342581924
2024-03-05 06:49:25, SNR, 3067.8170406595045
2024-03-05 06:49:35, SNR, 2999.0132110237796
2024-03-05 06:49:45, SNR, 3640.9986812591587
2024-03-05 06:55:35, SNR, 2865.1453425163218
2024-03-05 06:55:55, SNR, 2830.215687918126
2024-03-05 06:56:05, SNR, 2704.9383404013624
2024-03-05 06:56:15, SNR, 3091.081500502115
2024-03-05 06:56:35, SNR, 3026.8846916058314
2024-03-05 06:56:45, SNR, 2642.511161622521
2024-03-05 07:02:15, SNR, 3423.297498583837
2024-03-05 07:02:25, SNR, 3279.0724583081187
2024-03-05 07:02:45, SNR, 3332.504117868042
2024-03-05 07:02:55, SNR, 3053.9471776558307
2024-03-05 07:03:05, SNR, 3606.287274884011
2024-03-05 07:03:15, SNR, 3405.364532418535
2024-03-05 07:03:45, SNR, 3747.550359979394
2024-03-05 07:09:15, SNR, 2695.30465667334
2024-03-05 07:09:55, SNR, 2711.7178649791394
2024-03-05 07:10:15, SNR, 2645.8210613425567
2024-03-05 07:10:45, SNR, 2697.3358182972024
2024-03-05 07:16:15, SNR, 3190.5280431631504
2024-03-05 07:16:25, SNR, 3390.509147032206
2024-03-05 07:16:35, SNR, 2747.329025555265
2024-03-05 07:16:45, SNR, 3341.5132583025006
2024-03-05 07:17:05, SNR, 3387.6045372916196
2024-03-05 07:17:15, SNR, 3354.1948343402487
2024-03-05 07:17:25, SNR, 3400.9242683866833
2024-03-05 07:17:45, SNR, 2844.2887892759445
2024-03-05 05:43:05, Doppler_noise, -0.00010400124006082478
2024-03-05 05:43:15, Doppler_noise, 0.0005793954644559562
2024-03-05 05:43:25, Doppler_noise, -0.000565530892345123
2024-03-05 05:43:35, Doppler_noise, 0.0007632124302290322
2024-03-05 05:43:45, Doppler_noise, -0.0009541448399659203
2024-03-05 05:43:55, Doppler_noise, -0.0001249813170716152
2024-03-05 05:44:25, Doppler_noise, 2.4141451376635814e-05
2024-03-05 05:44:35, Doppler_noise, 0.0006275808611917455
2024-03-05 05:44:45, Doppler_noise, -0.00023092858202744537
2024-03-05 05:50:15, Doppler_noise, -0.0008846241516948794
2024-03-05 05:50:25, Doppler_noise, -0.00016930950630467123
2024-03-05 05:50:45, Doppler_noise, -3.592474945435242e-05
2024-03-05 05:50:55, Doppler_noise, -0.000493991249982173
2024-03-05 05:51:05, Doppler_noise, -0.001106127113303046
2024-03-05 05:51:35, Doppler_noise, -0.0015379768869934196
2024-03-05 05:51:45, Doppler_noise, 0.0003668195937507335
2024-03-05 05:57:15, Doppler_noise, -0.0014164343527909296
2024-03-05 05:57:35, Doppler_noise, -0.0007727106903985259
2024-03-05 05:58:45, Doppler_noise, 0.0006222175896937188
2024-03-05 06:04:25, Doppler_noise, -0.0014327857710441094
2024-03-05 06:04:35, Doppler_noise, 0.0005865935231668118
2024-03-05 06:04:45, Doppler_noise, -0.00017685178931969858
2024-03-05 06:04:55, Doppler_noise, 0.0004016209201154197
2024-03-05 06:05:05, Doppler_noise, 0.0003136150811542393
2024-03-05 06:05:15, Doppler_noise, -0.0009251349586065771
2024-03-05 06:05:25, Doppler_noise, 0.00023637534627596324
2024-03-05 06:05:35, Doppler_noise, 0.0003770113623886573
2024-03-05 06:05:45, Doppler_noise, -0.00018721320520853624
2024-03-05 06:11:35, Doppler_noise, 0.0007255065462459243
2024-03-05 06:11:55, Doppler_noise, -0.000524606527051219
2024-03-05 06:12:15, Doppler_noise, 0.0004917998130622436
2024-03-05 06:12:25, Doppler_noise, -0.0013533039417552573
2024-03-05 06:12:45, Doppler_noise, -0.000117256640692176
2024-03-05 06:18:15, Doppler_noise, 0.0006958301958093216
2024-03-05 06:18:25, Doppler_noise, -0.0011942809503580065
2024-03-05 06:18:35, Doppler_noise, 0.0002492289072506537
2024-03-05 06:18:45, Doppler_noise, -0.0001147701324271111
2024-03-05 06:19:25, Doppler_noise, -0.0004458123677295589
2024-03-05 06:19:35, Doppler_noise, 0.00012728278238682833
2024-03-05 06:19:45, Doppler_noise, -1.8352019083067717e-05
2024-03-05 06:25:15, Doppler_noise, 0.00016660081405461824
2024-03-05 06:25:45, Doppler_noise, 0.00026379584073765727
2024-03-05 06:26:35, Doppler_noise, -0.00021267827310111898
2024-03-05 06:26:45, Doppler_noise, -7.615607444222405e-05
2024-03-05 06:32:15, Doppler_noise, -0.0006776140702413613
2024-03-05 06:32:35, Doppler_noise, -0.0007929929847705353
2024-03-05 06:32:45, Doppler_noise, -0.0010256346846517772
2024-03-05 06:33:05, Doppler_noise, 0.0007743439271052921
2024-03-05 06:33:15, Doppler_noise, -0.000937318193905412
2024-03-05 06:33:25, Doppler_noise, -0.0004860613018990989
2024-03-05 06:33:45, Doppler_noise, -0.00026092203165717365
2024-03-05 06:39:15, Doppler_noise, 0.0001751221661834279
2024-03-05 06:40:05, Doppler_noise, -0.0001548907418964518
2024-03-05 06:40:35, Doppler_noise, -0.0002059152310494028
2024-03-05 06:40:45, Doppler_noise, -3.923381245840574e-05
2024-03-05 06:48:15, Doppler_noise, 0.0004526159461875068
2024-03-05 06:48:25, Doppler_noise, -0.0009535648565588417
2024-03-05 06:48:45, Doppler_noise, 5.070057625289337e-05
2024-03-05 06:48:55, Doppler_noise, -0.0013774599279940958
2024-03-05 06:49:05, Doppler_noise, 0.0006750510362962814
2024-03-05 06:49:15, Doppler_noise, 0.00033078486899285053
2024-03-05 06:49:25, Doppler_noise, -0.0005053569685742332
2024-03-05 06:49:35, Doppler_noise, 0.00013985735643018415
2024-03-05 06:49:45, Doppler_noise, 1.5359091776190326e-08
2024-03-05 06:55:55, Doppler_noise, -0.0007027925588545259
2024-03-05 06:56:05, Doppler_noise, -0.000254892143516372
2024-03-05 06:56:15, Doppler_noise, -0.0004082660366293567
2024-03-05 06:56:35, Doppler_noise, -0.0007011605035813773
2024-03-05 06:56:45, Doppler_noise, 0.00019279420985185425
2024-03-05 07:02:15, Doppler_noise, -0.0008850691805264432
2024-03-05 07:02:25, Doppler_noise, -0.0004876754017004714
2024-03-05 07:02:45, Doppler_noise, -0.00115276518306473
2024-03-05 07:02:55, Doppler_noise, -0.0013007876416395447
2024-03-05 07:03:05, Doppler_noise, -0.0003799106175392808
2024-03-05 07:03:15, Doppler_noise, 0.0008102101232907444
2024-03-05 07:03:45, Doppler_noise, 0.00044969252667215187
2024-03-05 07:09:15, Doppler_noise, -4.660124886868289e-05
2024-03-05 07:09:25, Doppler_noise, -0.000773684079490522
2024-03-05 07:09:45, Doppler_noise, 0.00032143380144589173
2024-03-05 07:09:55, Doppler_noise, -0.0015016217124639297
2024-03-05 07:10:05, Doppler_noise, 0.0006715680091247123
2024-03-05 07:10:15, Doppler_noise, 7.166038449213374e-05
2024-03-05 07:10:25, Doppler_noise, 0.0006173545197043495
2024-03-05 07:10:35, Doppler_noise, -0.0007935124667710625
2024-03-05 07:10:45, Doppler_noise, 0.00020346408985005837
2024-03-05 07:16:15, Doppler_noise, 0.000510791921328746
2024-03-05 07:16:25, Doppler_noise, 0.0003724455850715458
2024-03-05 07:16:45, Doppler_noise, -0.00044010016881657066
2024-03-05 07:17:05, Doppler_noise, -0.00016239830756603624
2024-03-05 07:17:15, Doppler_noise, -0.0004694544418271107
2024-03-05 07:17:25, Doppler_noise, -0.0010252971642330522
2024-03-05 07:17:45, Doppler_noise, -0.0005313080199584874
2024-03-05 07:29:47, Doppler_noise, 4.547473508864641e-13
2024-03-05 05:43:05, Freq_Detection, 4045815.116328046
2024-03-05 05:43:15, Freq_Detection, 4045809.669872214
2024-03-05 05:43:25, Freq_Detection, 4045804.2085546986
2024-03-05 05:43:35, Freq_Detection, 4045798.742057931
2024-03-05 05:43:45, Freq_Detection, 4045793.268412489
2024-03-05 05:43:55, Freq_Detection, 4045787.794948994
2024-03-05 05:44:15, Freq_Detection, 4045776.835756331
2024-03-05 05:44:25, Freq_Detection, 4045771.3486000556
2024-03-05 05:44:35, Freq_Detection, 4045765.8472065534
2024-03-05 05:44:45, Freq_Detection, 4045760.324112287
2024-03-05 05:50:15, Freq_Detection, 4045575.568225996
2024-03-05 05:50:25, Freq_Detection, 4045569.87732283
2024-03-05 05:50:45, Freq_Detection, 4045558.4784655636
2024-03-05 05:50:55, Freq_Detection, 4045552.767796347
2024-03-05 05:51:05, Freq_Detection, 4045547.049527553
2024-03-05 05:51:25, Freq_Detection, 4045535.5971299717
2024-03-05 05:51:35, Freq_Detection, 4045529.8608008786
2024-03-05 05:51:45, Freq_Detection, 4045524.1264766026
2024-03-05 05:57:15, Freq_Detection, 4045331.660193441
2024-03-05 05:57:35, Freq_Detection, 4045319.7940078527
2024-03-05 05:57:55, Freq_Detection, 4045307.9231481953
2024-03-05 05:58:45, Freq_Detection, 4045278.146732259
2024-03-05 06:04:25, Freq_Detection, 4045072.031743458
2024-03-05 06:04:35, Freq_Detection, 4045065.874319576
2024-03-05 06:04:45, Freq_Detection, 4045059.7132711634
2024-03-05 06:04:55, Freq_Detection, 4045053.552027036
2024-03-05 06:05:05, Freq_Detection, 4045047.386115681
2024-03-05 06:05:15, Freq_Detection, 4045041.2117660404
2024-03-05 06:05:25, Freq_Detection, 4045035.0293621514
2024-03-05 06:05:35, Freq_Detection, 4045028.8333792468
2024-03-05 06:05:45, Freq_Detection, 4045022.6240365477
2024-03-05 06:11:15, Freq_Detection, 4044815.3995099114
2024-03-05 06:11:35, Freq_Detection, 4044802.654153687
2024-03-05 06:11:55, Freq_Detection, 4044789.8944371953
2024-03-05 06:12:15, Freq_Detection, 4044777.1126904995
2024-03-05 06:12:25, Freq_Detection, 4044770.708018041
2024-03-05 06:12:35, Freq_Detection, 4044764.2994899587
2024-03-05 06:12:45, Freq_Detection, 4044757.880250744
2024-03-05 06:18:15, Freq_Detection, 4044543.5785067817
2024-03-05 06:18:25, Freq_Detection, 4044536.994997179
2024-03-05 06:18:35, Freq_Detection, 4044530.408012235
2024-03-05 06:18:45, Freq_Detection, 4044523.815077493
2024-03-05 06:19:25, Freq_Detection, 4044497.4193421053
2024-03-05 06:19:35, Freq_Detection, 4044490.802912226
2024-03-05 06:19:45, Freq_Detection, 4044484.164699898
2024-03-05 06:25:15, Freq_Detection, 4044262.9791302066
2024-03-05 06:25:25, Freq_Detection, 4044256.201578872
2024-03-05 06:25:35, Freq_Detection, 4044249.4117239504
2024-03-05 06:25:45, Freq_Detection, 4044242.6179548167
2024-03-05 06:26:05, Freq_Detection, 4044229.006954234
2024-03-05 06:26:35, Freq_Detection, 4044208.5654139575
2024-03-05 06:26:45, Freq_Detection, 4044201.755866687
2024-03-05 06:32:15, Freq_Detection, 4043973.9212028
2024-03-05 06:32:35, Freq_Detection, 4043959.9411287233
2024-03-05 06:32:45, Freq_Detection, 4043952.9492733125
2024-03-05 06:33:05, Freq_Detection, 4043938.958056885
2024-03-05 06:33:15, Freq_Detection, 4043931.9517544573
2024-03-05 06:33:25, Freq_Detection, 4043924.9403581847
2024-03-05 06:33:35, Freq_Detection, 4043917.9217723613
2024-03-05 06:33:45, Freq_Detection, 4043910.892613662
2024-03-05 06:39:15, Freq_Detection, 4043676.6652743947
2024-03-05 06:40:05, Freq_Detection, 4043640.75668147
2024-03-05 06:40:15, Freq_Detection, 4043633.554641638
2024-03-05 06:40:35, Freq_Detection, 4043619.157653132
2024-03-05 06:40:45, Freq_Detection, 4043611.9666720345
2024-03-05 06:48:15, Freq_Detection, 4043282.959260809
2024-03-05 06:48:25, Freq_Detection, 4043275.551423423
2024-03-05 06:48:45, Freq_Detection, 4043260.7204880673
2024-03-05 06:48:55, Freq_Detection, 4043253.2945508123
2024-03-05 06:49:05, Freq_Detection, 4043245.8679285115
2024-03-05 06:49:15, Freq_Detection, 4043238.4355612486
2024-03-05 06:49:25, Freq_Detection, 4043230.9991303934
2024-03-05 06:49:35, Freq_Detection, 4043223.5586955673
2024-03-05 06:49:45, Freq_Detection, 4043216.1077376637
2024-03-05 06:55:35, Freq_Detection, 4042952.9786197017
2024-03-05 06:55:55, Freq_Detection, 4042937.794253819
2024-03-05 06:56:05, Freq_Detection, 4042930.1997203985
2024-03-05 06:56:15, Freq_Detection, 4042922.5989824724
2024-03-05 06:56:35, Freq_Detection, 4042907.3721125177
2024-03-05 06:56:45, Freq_Detection, 4042899.744298447
2024-03-05 07:02:15, Freq_Detection, 4042646.1799737755
2024-03-05 07:02:25, Freq_Detection, 4042638.432439504
2024-03-05 07:02:45, Freq_Detection, 4042622.926406558
2024-03-05 07:02:55, Freq_Detection, 4042615.1655891407
2024-03-05 07:03:05, Freq_Detection, 4042607.3989263764
2024-03-05 07:03:15, Freq_Detection, 4042599.62564931
2024-03-05 07:03:45, Freq_Detection, 4042576.288376883
2024-03-05 07:09:15, Freq_Detection, 4042317.360776993
2024-03-05 07:09:25, Freq_Detection, 4042309.455161338
2024-03-05 07:09:45, Freq_Detection, 4042293.620588796
2024-03-05 07:09:55, Freq_Detection, 4042285.6966939964
2024-03-05 07:10:05, Freq_Detection, 4042277.7755944366
2024-03-05 07:10:15, Freq_Detection, 4042269.8495210907
2024-03-05 07:10:25, Freq_Detection, 4042261.9203527216
2024-03-05 07:10:35, Freq_Detection, 4042253.982518702
2024-03-05 07:10:45, Freq_Detection, 4042246.0380981555
2024-03-05 07:16:15, Freq_Detection, 4041982.0393610564
2024-03-05 07:16:25, Freq_Detection, 4041973.9784988347
2024-03-05 07:16:35, Freq_Detection, 4041965.9132294776
2024-03-05 07:16:45, Freq_Detection, 4041957.848982577
2024-03-05 07:17:05, Freq_Detection, 4041941.7063262295
2024-03-05 07:17:15, Freq_Detection, 4041933.6274512187
2024-03-05 07:17:25, Freq_Detection, 4041925.5446064286
2024-03-05 07:17:45, Freq_Detection, 4041909.3850629088
2024-03-05 07:29:47, Freq_Detection, 3939456.8056075713
